LAMMPS data file for Nanoparticles
   1331 atoms
1 atom types
  -13.0000000000   13.0000000000 xlo xhi
  -13.0000000000   13.0000000000 ylo yhi
  -13.0000000000   13.0000000000 zlo zhi
 
Atoms
 
  444 1    -4.8000     4.8000    -4.8000 0 0 0
  445 1    -4.8000     4.8000    -2.4000 0 0 0
  446 1    -4.8000     4.8000     0.0000 0 0 0
  447 1    -4.8000     4.8000     2.4000 0 0 0
  448 1    -4.8000     4.8000     4.8000 0 0 0
  449 1    -4.8000     4.8000     7.2000 0 0 0
  450 1    -4.8000     4.8000     9.6000 0 0 0
  451 1    -4.8000     4.8000    12.0000 0 0 0
  452 1    -4.8000     7.2000   -12.0000 0 0 0
  453 1    -4.8000     7.2000    -9.6000 0 0 0
  454 1    -4.8000     7.2000    -7.2000 0 0 0
  455 1    -4.8000     7.2000    -4.8000 0 0 0
  456 1    -4.8000     7.2000    -2.4000 0 0 0
  457 1    -4.8000     7.2000     0.0000 0 0 0
  458 1    -4.8000     7.2000     2.4000 0 0 0
  459 1    -4.8000     7.2000     4.8000 0 0 0
  460 1    -4.8000     7.2000     7.2000 0 0 0
  461 1    -4.8000     7.2000     9.6000 0 0 0
  462 1    -4.8000     7.2000    12.0000 0 0 0
  463 1    -4.8000     9.6000   -12.0000 0 0 0
  464 1    -4.8000     9.6000    -9.6000 0 0 0
  465 1    -4.8000     9.6000    -7.2000 0 0 0
  466 1    -4.8000     9.6000    -4.8000 0 0 0
  467 1    -4.8000     9.6000    -2.4000 0 0 0
  468 1    -4.8000     9.6000     0.0000 0 0 0
  469 1    -4.8000     9.6000     2.4000 0 0 0
  470 1    -4.8000     9.6000     4.8000 0 0 0
  471 1    -4.8000     9.6000     7.2000 0 0 0
  472 1    -4.8000     9.6000     9.6000 0 0 0
  473 1    -4.8000     9.6000    12.0000 0 0 0
  474 1    -4.8000    12.0000   -12.0000 0 0 0
  475 1    -4.8000    12.0000    -9.6000 0 0 0
  476 1    -4.8000    12.0000    -7.2000 0 0 0
  477 1    -4.8000    12.0000    -4.8000 0 0 0
  478 1    -4.8000    12.0000    -2.4000 0 0 0
  479 1    -4.8000    12.0000     0.0000 0 0 0
  480 1    -4.8000    12.0000     2.4000 0 0 0
  481 1    -4.8000    12.0000     4.8000 0 0 0
  482 1    -4.8000    12.0000     7.2000 0 0 0
  483 1    -4.8000    12.0000     9.6000 0 0 0
  484 1    -4.8000    12.0000    12.0000 0 0 0
  485 1    -2.4000   -12.0000   -12.0000 0 0 0
  486 1    -2.4000   -12.0000    -9.6000 0 0 0
  487 1    -2.4000   -12.0000    -7.2000 0 0 0
  488 1    -2.4000   -12.0000    -4.8000 0 0 0
  489 1    -2.4000   -12.0000    -2.4000 0 0 0
